DESCRIPTION,BRAND,CATEGORY,BARCODE,BATCH,"INBOUND DATE",WAREHOUSE,SUPPLIER,"SUPPLIER TYPE",STAFF
"Laptop Charger LPO Asus 3.42A Common Pin original",ASUS,"Laptop Charger",57155095-86,HQBUFF13,"2025-08-01 11:04:51","LPO HQ-BUFFER",Liz,International,"Admin Tester"
"Laptop Charger LPO Asus 3.42A Common Pin original",ASUS,"Laptop Charger",57155095-78,HQBUFF13,"2025-08-01 11:04:51","LPO HQ-BUFFER",Liz,International,"Admin Tester"
"Laptop Charger LPO 45W Type C Square",LPO,"Laptop Charger",58493414-16,HQBUFF13,"2025-08-01 11:04:51","LPO HQ-BUFFER",Liz,International,"Admin Tester"
"Laptop Charger LPO 45W Type C Square",LPO,"Laptop Charger",58493414-15,HQBUFF13,"2025-08-01 11:04:51","LPO HQ-BUFFER",Liz,International,"Admin Tester"
"Laptop Charger LPO 45W Type C Square",LPO,"Laptop Charger",58493414-17,HQBUFF13,"2025-08-01 11:04:51","LPO HQ-BUFFER",Liz,International,"Admin Tester"
"Laptop Charger LPO Asus 3.42A Common Pin original",ASUS,"Laptop Charger",57155095-82,HQBUFF13,"2025-08-01 11:04:51","LPO HQ-BUFFER",Liz,International,"Admin Tester"
"Laptop Charger LPO Asus 3.42A Common Pin original",ASUS,"Laptop Charger",57155095-87,HQBUFF13,"2025-08-01 11:04:51","LPO HQ-BUFFER",Liz,International,"Admin Tester"
"Laptop Charger LPO Asus 3.42A Common Pin original",ASUS,"Laptop Charger",57155095-89,HQBUFF13,"2025-08-01 11:04:51","LPO HQ-BUFFER",Liz,International,"Admin Tester"
"Laptop Charger LPO Asus 3.42A Common Pin original",ASUS,"Laptop Charger",57155095-80,HQBUFF13,"2025-08-01 11:04:51","LPO HQ-BUFFER",Liz,International,"Admin Tester"
"Laptop Charger LPO Asus 3.42A Common Pin original",ASUS,"Laptop Charger",57155095-90,HQBUFF13,"2025-08-01 11:04:51","LPO HQ-BUFFER",Liz,International,"Admin Tester"
"Laptop Charger HP 19.5V 2.05A Bullet Small",HP,"Laptop Charger",13916521-11,HQBUFF13,"2025-08-01 11:04:51","LPO HQ-BUFFER",Mars,Local,"Admin Tester"
"Laptop Charger Dell 19.5V 4.62A Circle Pin Original",Dell,"Laptop Charger",47067192-33,HQBUFF13,"2025-08-01 11:04:51","LPO HQ-BUFFER",Liz,International,"Admin Tester"
"Laptop Charger Dell 19.5V 4.62A Circle Pin Original",Dell,"Laptop Charger",47067192-41,HQBUFF13,"2025-08-01 11:04:51","LPO HQ-BUFFER",Liz,International,"Admin Tester"
"Laptop Charger LPO HP 3.33A Blue Pin",HP,"Laptop Charger",27577507-71,HQBUFF13,"2025-08-01 11:04:51","LPO HQ-BUFFER",Liz,International,"Admin Tester"
"Laptop Charger Sony 16V 4A Circle Pin",SONY,"Laptop Charger",26836163-8,HQBUFF13,"2025-08-01 11:04:51","LPO HQ-BUFFER",Liz,International,"Admin Tester"
"Laptop Charger LPO HP 3.33A Blue Pin",HP,"Laptop Charger",27577507-75,HQBUFF13,"2025-08-01 11:04:51","LPO HQ-BUFFER",Liz,International,"Admin Tester"
"Laptop Charger Sony 16V 4A Circle Pin",SONY,"Laptop Charger",26836163-5,HQBUFF13,"2025-08-01 11:04:51","LPO HQ-BUFFER",Liz,International,"Admin Tester"
"Laptop Charger LPO HP 3.33A Blue Pin",HP,"Laptop Charger",27577507-67,HQBUFF13,"2025-08-01 11:04:51","LPO HQ-BUFFER",Liz,International,"Admin Tester"
"Laptop Charger Sony 16V 4A Circle Pin",SONY,"Laptop Charger",26836163-29,HQBUFF13,"2025-08-01 11:04:51","LPO HQ-BUFFER",Liz,International,"Admin Tester"
"Laptop Charger Sony 16V 4A Circle Pin",SONY,"Laptop Charger",26836163-32,HQBUFF13,"2025-08-01 11:04:51","LPO HQ-BUFFER",Liz,International,"Admin Tester"
"Laptop Charger Sony 16V 4A Circle Pin",SONY,"Laptop Charger",26836163-46,HQBUFF13,"2025-08-01 11:04:51","LPO HQ-BUFFER",Liz,International,"Admin Tester"
"Laptop Charger Sony 16V 4A Circle Pin",SONY,"Laptop Charger",71029483-2,HQBUFF13,"2025-08-01 11:04:51","LPO HQ-BUFFER",Liz,International,"Admin Tester"
"Laptop Charger Dell 19.5V 2.31A Circle Pin",Dell,"Laptop Charger",36582549-23,HQBUFF13,"2025-08-01 11:04:51","LPO HQ-BUFFER",Liz,International,"Admin Tester"
"Laptop Charger Microsoft Surface Pro 12V 2.58A",Microsoft,"Laptop Charger",34816681-43,HQBUFF13,"2025-08-01 11:04:51","LPO HQ-BUFFER",Liz,International,"Admin Tester"
"Laptop Charger LPO Dell 3.34A Circle Medium original",Dell,"Laptop Charger",29220962-36,HQBUFF13,"2025-08-01 11:04:51","LPO HQ-BUFFER",Liz,International,"Admin Tester"
"Laptop Charger LPO HP 3.33A Blue Pin",HP,"Laptop Charger",27577507-68,HQBUFF13,"2025-08-01 11:04:51","LPO HQ-BUFFER",Liz,International,"Admin Tester"
"Laptop Charger LPO HP 3.33A Blue Pin",HP,"Laptop Charger",27577507-92,HQBUFF13,"2025-08-01 11:04:51","LPO HQ-BUFFER",Liz,International,"Admin Tester"
"Laptop Charger LPO HP 3.33A Blue Pin",HP,"Laptop Charger",27577507-100,HQBUFF13,"2025-08-01 11:04:51","LPO HQ-BUFFER",Liz,International,"Admin Tester"
"Laptop Charger Sony 16V 4A Circle Pin",SONY,"Laptop Charger",26836163-45,HQBUFF13,"2025-08-01 11:04:51","LPO HQ-BUFFER",Liz,International,"Admin Tester"
"Laptop Charger Sony 16V 4A Circle Pin",SONY,"Laptop Charger",26836163-39,HQBUFF13,"2025-08-01 11:04:51","LPO HQ-BUFFER",Liz,International,"Admin Tester"
"Laptop Charger Dell 19.5V 2.31A Circle Pin Original",Dell,"Laptop Charger",26977066-16,HQBUFF13,"2025-08-01 11:04:51","LPO HQ-BUFFER",Liz,International,"Admin Tester"
"Laptop Charger Sony 16V 4A Circle Pin",SONY,"Laptop Charger",26836163-37,HQBUFF13,"2025-08-01 11:04:51","LPO HQ-BUFFER",Liz,International,"Admin Tester"
"Laptop Charger LPO HP 3.33A Blue Pin",HP,"Laptop Charger",27577507-77,HQBUFF13,"2025-08-01 11:04:51","LPO HQ-BUFFER",Liz,International,"Admin Tester"
"Laptop Charger LPO HP 3.33A Blue Pin",HP,"Laptop Charger",27577507-93,HQBUFF13,"2025-08-01 11:04:51","LPO HQ-BUFFER",Liz,International,"Admin Tester"
"Laptop Charger LPO HP 3.33A Blue Pin",HP,"Laptop Charger",27577507-95,HQBUFF13,"2025-08-01 11:04:51","LPO HQ-BUFFER",Liz,International,"Admin Tester"
"Laptop Charger LPO HP 3.33A Blue Pin",HP,"Laptop Charger",27577507-74,HQBUFF13,"2025-08-01 11:04:51","LPO HQ-BUFFER",Liz,International,"Admin Tester"
"Laptop Charger LPO Dell 3.34A Circle Medium original",Dell,"Laptop Charger",29220962-100,HQBUFF13,"2025-08-01 11:04:51","LPO HQ-BUFFER",Liz,International,"Admin Tester"
"Laptop Charger LPO HP 3.33A Blue Pin",HP,"Laptop Charger",27577507-98,HQBUFF13,"2025-08-01 11:04:51","LPO HQ-BUFFER",Liz,International,"Admin Tester"
"Laptop Charger LPO Dell 3.34A Circle Medium original",Dell,"Laptop Charger",29220962-68,HQBUFF13,"2025-08-01 11:04:51","LPO HQ-BUFFER",Liz,International,"Admin Tester"
"Laptop Charger LPO HP 3.33A Blue Pin",HP,"Laptop Charger",27577507-61,HQBUFF13,"2025-08-01 11:04:51","LPO HQ-BUFFER",Liz,International,"Admin Tester"
"Laptop Charger LPO Dell 3.34A Circle Medium original",Dell,"Laptop Charger",29220962-45,HQBUFF13,"2025-08-01 11:04:51","LPO HQ-BUFFER",Liz,International,"Admin Tester"
"Laptop Charger LPO HP 3.33A Blue Pin",HP,"Laptop Charger",27577507-97,HQBUFF13,"2025-08-01 11:04:51","LPO HQ-BUFFER",Liz,International,"Admin Tester"
"Laptop Charger Sony 16V 4A Circle Pin",SONY,"Laptop Charger",26836163-28,HQBUFF13,"2025-08-01 11:04:51","LPO HQ-BUFFER",Liz,International,"Admin Tester"
"Laptop Charger LPO Dell 3.34A Circle Medium original",Dell,"Laptop Charger",29220962-42,HQBUFF13,"2025-08-01 11:04:51","LPO HQ-BUFFER",Liz,International,"Admin Tester"
"Laptop Charger LPO HP 3.33A Blue Pin",HP,"Laptop Charger",27577507-91,HQBUFF13,"2025-08-01 11:04:51","LPO HQ-BUFFER",Liz,International,"Admin Tester"
"Laptop Charger LPO HP 3.33A Blue Pin",HP,"Laptop Charger",27577507-73,HQBUFF13,"2025-08-01 11:04:51","LPO HQ-BUFFER",Liz,International,"Admin Tester"
"Laptop Charger LPO HP 3.33A Blue Pin",HP,"Laptop Charger",27577507-76,HQBUFF13,"2025-08-01 11:04:51","LPO HQ-BUFFER",Liz,International,"Admin Tester"
"Laptop Charger LPO HP 3.33A Blue Pin",HP,"Laptop Charger",27577507-62,HQBUFF13,"2025-08-01 11:04:51","LPO HQ-BUFFER",Liz,International,"Admin Tester"
"Laptop Charger LPO HP 3.33A Blue Pin",HP,"Laptop Charger",27577507-94,HQBUFF13,"2025-08-01 11:04:51","LPO HQ-BUFFER",Liz,International,"Admin Tester"
"Laptop Charger LPO HP 3.33A Blue Pin",HP,"Laptop Charger",27577507-70,HQBUFF13,"2025-08-01 11:04:51","LPO HQ-BUFFER",Liz,International,"Admin Tester"
"Laptop Charger Sony 16V 4A Circle Pin",SONY,"Laptop Charger",26836163-4,HQBUFF13,"2025-08-01 11:04:51","LPO HQ-BUFFER",Liz,International,"Admin Tester"
"Laptop Charger Microsoft Surface Pro 12V 2.58A",Microsoft,"Laptop Charger",34816681-57,HQBUFF13,"2025-08-01 11:04:51","LPO HQ-BUFFER",Liz,International,"Admin Tester"
"Laptop Charger LPO Asus 1.75A Small Pin original",ASUS,"Laptop Charger",00292769-129,HQBUFF13,"2025-08-01 11:04:51","LPO HQ-BUFFER",Liz,International,"Admin Tester"
"Laptop Battery Lenovo L14C3A01",Lenovo,"Laptop Battery",77435705-2,HQBUFF13,"2025-08-01 11:04:51","LPO HQ-BUFFER",Mars,Local,"Admin Tester"
"Laptop Charger Acer 6.32A Blue Pin",Acer,"Laptop Charger",76609811-18,HQBUFF13,"2025-08-01 11:04:51","LPO HQ-BUFFER",Liz,International,"Admin Tester"
"Laptop Charger Acer 6.32A Blue Pin",Acer,"Laptop Charger",76609811-12,HQBUFF13,"2025-08-01 11:04:51","LPO HQ-BUFFER",Liz,International,"Admin Tester"
"Laptop Charger Acer 6.32A Blue Pin",Acer,"Laptop Charger",76609811-14,HQBUFF13,"2025-08-01 11:04:51","LPO HQ-BUFFER",Liz,International,"Admin Tester"
"Laptop Charger Acer 6.32A Blue Pin",Acer,"Laptop Charger",76609811-19,HQBUFF13,"2025-08-01 11:04:51","LPO HQ-BUFFER",Liz,International,"Admin Tester"
"Laptop Charger Acer 6.32A Blue Pin",Acer,"Laptop Charger",76609811-13,HQBUFF13,"2025-08-01 11:04:51","LPO HQ-BUFFER",Liz,International,"Admin Tester"
"Laptop Charger LPO Lenovo 20V 2.25A Bullet Pin Original",Lenovo,"Laptop Charger",78598494-119,HQBUFF13,"2025-08-01 11:04:51","LPO HQ-BUFFER",Liz,International,"Admin Tester"
