"Unique Barcode",Description,Category,Brand,Supplier,"System Warehouse","Scanned Warehouse","System Location","Scanned Location","Audit Status",Outbounded,"Unit Cost","Scanned Date"
57184936-137,"Laptop Charger Asus 19V 1.75A Small Pin","Laptop Charger",ASUS,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","NW BR4-L3-1","FOR SKU INJECTED",scanned,no,137.55,"2026-07-19 10:54:19"
57184936-138,"Laptop Charger Asus 19V 1.75A Small Pin","Laptop Charger",ASUS,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","NW BR4-L3-1","FOR SKU INJECTED",scanned,no,137.55,"2026-07-19 10:54:19"
57184936-139,"Laptop Charger Asus 19V 1.75A Small Pin","Laptop Charger",ASUS,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","NW BR4-L3-1","FOR SKU INJECTED",scanned,no,137.55,"2026-07-19 10:50:53"
57184936-141,"Laptop Charger Asus 19V 1.75A Small Pin","Laptop Charger",ASUS,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","NW BR4-L3-1","FOR SKU INJECTED",scanned,no,137.55,"2026-07-19 10:54:19"
57184936-142,"Laptop Charger Asus 19V 1.75A Small Pin","Laptop Charger",ASUS,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","NW BR4-L3-1","FOR SKU INJECTED",scanned,no,137.55,"2026-07-19 10:54:19"
57184936-143,"Laptop Charger Asus 19V 1.75A Small Pin","Laptop Charger",ASUS,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","NW BR4-L3-1","FOR SKU INJECTED",scanned,no,137.55,"2026-07-19 10:54:19"
57184936-144,"Laptop Charger Asus 19V 1.75A Small Pin","Laptop Charger",ASUS,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","NW BR4-L3-1","FOR SKU INJECTED",scanned,no,137.55,"2026-07-19 10:54:19"
57184936-145,"Laptop Charger Asus 19V 1.75A Small Pin","Laptop Charger",ASUS,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","NW BR4-L3-1","FOR SKU INJECTED",scanned,no,137.55,"2026-07-19 10:54:19"
57184936-146,"Laptop Charger Asus 19V 1.75A Small Pin","Laptop Charger",ASUS,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","NW BR4-L3-1","FOR SKU INJECTED",scanned,no,137.55,"2026-07-19 10:54:19"
57184936-147,"Laptop Charger Asus 19V 1.75A Small Pin","Laptop Charger",ASUS,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","NW BR4-L3-1","FOR SKU INJECTED",scanned,no,137.55,"2026-07-19 10:54:19"
57184936-148,"Laptop Charger Asus 19V 1.75A Small Pin","Laptop Charger",ASUS,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","NW BR4-L3-1","FOR SKU INJECTED",scanned,no,137.55,"2026-07-19 10:54:19"
57184936-149,"Laptop Charger Asus 19V 1.75A Small Pin","Laptop Charger",ASUS,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","NW BR4-L3-1","FOR SKU INJECTED",scanned,no,137.55,"2026-07-19 10:54:19"
57184936-150,"Laptop Charger Asus 19V 1.75A Small Pin","Laptop Charger",ASUS,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","BUFFER BOX 16","FOR SKU INJECTED",scanned,no,137.55,"2026-07-19 10:54:19"
57184936-151,"Laptop Charger Asus 19V 1.75A Small Pin","Laptop Charger",ASUS,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","NW BR5-L4-1","FOR SKU INJECTED",scanned,no,137.55,"2026-07-19 10:54:19"
57184936-152,"Laptop Charger Asus 19V 1.75A Small Pin","Laptop Charger",ASUS,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","NW BR5-L4-1","FOR SKU INJECTED",scanned,no,137.55,"2026-07-19 10:54:19"
57184936-153,"Laptop Charger Asus 19V 1.75A Small Pin","Laptop Charger",ASUS,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","NW BR5-L4-1","FOR SKU INJECTED",scanned,no,137.55,"2026-07-19 10:54:19"
57184936-154,"Laptop Charger Asus 19V 1.75A Small Pin","Laptop Charger",ASUS,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","NW BR5-L4-1","FOR SKU INJECTED",scanned,no,137.55,"2026-07-19 10:54:19"
57184936-155,"Laptop Charger Asus 19V 1.75A Small Pin","Laptop Charger",ASUS,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","NW BR5-L4-1","FOR SKU INJECTED",scanned,no,137.55,"2026-07-19 10:54:19"
57184936-156,"Laptop Charger Asus 19V 1.75A Small Pin","Laptop Charger",ASUS,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","BUFFER BOX 28","FOR SKU INJECTED",scanned,no,137.55,"2026-07-19 10:54:19"
57184936-157,"Laptop Charger Asus 19V 1.75A Small Pin","Laptop Charger",ASUS,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","NW BR5-L4-1","FOR SKU INJECTED",scanned,no,137.55,"2026-07-19 10:54:19"
57184936-158,"Laptop Charger Asus 19V 1.75A Small Pin","Laptop Charger",ASUS,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","NW BR5-L4-1","FOR SKU INJECTED",scanned,no,137.55,"2026-07-19 10:54:19"
57184936-159,"Laptop Charger Asus 19V 1.75A Small Pin","Laptop Charger",ASUS,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","NW BR5-L4-1","FOR SKU INJECTED",scanned,no,137.55,"2026-07-19 10:54:19"
57184936-160,"Laptop Charger Asus 19V 1.75A Small Pin","Laptop Charger",ASUS,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","NW BR5-L4-1","FOR SKU INJECTED",scanned,no,137.55,"2026-07-19 10:54:19"
57184936-161,"Laptop Charger Asus 19V 1.75A Small Pin","Laptop Charger",ASUS,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","FOR SKU","FOR SKU INJECTED",scanned,no,137.55,"2026-07-19 10:54:19"
57184936-162,"Laptop Charger Asus 19V 1.75A Small Pin","Laptop Charger",ASUS,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","NW BR5-L4-1","FOR SKU INJECTED",scanned,no,137.55,"2026-07-19 10:54:19"
57184936-163,"Laptop Charger Asus 19V 1.75A Small Pin","Laptop Charger",ASUS,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","NW BR5-L4-1","FOR SKU INJECTED",scanned,no,137.55,"2026-07-19 10:54:19"
57184936-164,"Laptop Charger Asus 19V 1.75A Small Pin","Laptop Charger",ASUS,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","NW BR5-L4-1","FOR SKU INJECTED",scanned,no,137.55,"2026-07-19 10:54:19"
57184936-165,"Laptop Charger Asus 19V 1.75A Small Pin","Laptop Charger",ASUS,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","NW BR5-L4-1","FOR SKU INJECTED",scanned,no,137.55,"2026-07-19 10:54:19"
38652513-68,"Laptop Charger Samsung 12V 3A Common Pin","Laptop Charger",Samsung,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","NW BR7-L1-4","FOR SKU INJECTED",scanned,no,135.56,"2026-07-19 10:54:35"
38652513-71,"Laptop Charger Samsung 12V 3A Common Pin","Laptop Charger",Samsung,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","NW BR7-L1-4","FOR SKU INJECTED",scanned,no,135.56,"2026-07-19 10:54:35"
38652513-72,"Laptop Charger Samsung 12V 3A Common Pin","Laptop Charger",Samsung,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","NW WS2-3","FOR SKU INJECTED",scanned,no,135.56,"2026-07-19 10:54:35"
38652513-73,"Laptop Charger Samsung 12V 3A Common Pin","Laptop Charger",Samsung,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","BUFFER BOX 9","FOR SKU 1P",scanned,no,135.56,"2026-07-20 10:17:23"
38652513-74,"Laptop Charger Samsung 12V 3A Common Pin","Laptop Charger",Samsung,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","NW BR7-L1-4","FOR SKU INJECTED",scanned,no,135.56,"2026-07-19 10:54:35"
38652513-75,"Laptop Charger Samsung 12V 3A Common Pin","Laptop Charger",Samsung,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","NW BR7-L1-4","FOR SKU INJECTED",scanned,no,135.56,"2026-07-19 10:54:35"
38652513-76,"Laptop Charger Samsung 12V 3A Common Pin","Laptop Charger",Samsung,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","NW BR7-L1-4","FOR SKU INJECTED",scanned,no,135.56,"2026-07-19 10:54:35"
38652513-77,"Laptop Charger Samsung 12V 3A Common Pin","Laptop Charger",Samsung,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","NW BR7-L1-4","FOR SKU INJECTED",scanned,no,135.56,"2026-07-19 10:54:36"
38652513-78,"Laptop Charger Samsung 12V 3A Common Pin","Laptop Charger",Samsung,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","NW BR7-L1-4","FOR SKU INJECTED",scanned,no,135.56,"2026-07-19 10:54:36"
38652513-79,"Laptop Charger Samsung 12V 3A Common Pin","Laptop Charger",Samsung,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","NW BR7-L1-4","FOR SKU INJECTED",scanned,no,135.56,"2026-07-19 10:54:36"
38652513-80,"Laptop Charger Samsung 12V 3A Common Pin","Laptop Charger",Samsung,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","NW BR7-L1-4","FOR SKU INJECTED",scanned,no,135.56,"2026-07-19 10:54:36"
38652513-81,"Laptop Charger Samsung 12V 3A Common Pin","Laptop Charger",Samsung,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","NW BR7-L1-4","FOR SKU INJECTED",scanned,no,135.56,"2026-07-19 10:54:36"
38652513-82,"Laptop Charger Samsung 12V 3A Common Pin","Laptop Charger",Samsung,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","NW BR7-L1-4","FOR SKU INJECTED",scanned,no,135.56,"2026-07-19 10:54:36"
38652513-83,"Laptop Charger Samsung 12V 3A Common Pin","Laptop Charger",Samsung,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","NW BR7-L1-4","FOR SKU INJECTED",scanned,no,135.56,"2026-07-19 10:54:36"
38652513-84,"Laptop Charger Samsung 12V 3A Common Pin","Laptop Charger",Samsung,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","NW BR7-L1-4","FOR SKU INJECTED",scanned,no,135.56,"2026-07-19 10:54:36"
38652513-85,"Laptop Charger Samsung 12V 3A Common Pin","Laptop Charger",Samsung,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","NW BR7-L1-4","FOR SKU INJECTED",scanned,no,135.56,"2026-07-19 10:54:36"
38652513-86,"Laptop Charger Samsung 12V 3A Common Pin","Laptop Charger",Samsung,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","NW BR7-L1-4","FOR SKU INJECTED",scanned,no,135.56,"2026-07-19 10:54:36"
38652513-88,"Laptop Charger Samsung 12V 3A Common Pin","Laptop Charger",Samsung,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","NW BR7-L1-4","FOR SKU INJECTED",scanned,no,135.56,"2026-07-19 10:54:36"
38652513-89,"Laptop Charger Samsung 12V 3A Common Pin","Laptop Charger",Samsung,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","NW BR7-L1-4","FOR SKU INJECTED",scanned,no,135.56,"2026-07-19 10:54:36"
38652513-90,"Laptop Charger Samsung 12V 3A Common Pin","Laptop Charger",Samsung,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","NW BR7-L1-4","FOR SKU INJECTED",scanned,no,135.56,"2026-07-19 10:54:36"
38652513-91,"Laptop Charger Samsung 12V 3A Common Pin","Laptop Charger",Samsung,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","NW BR7-L1-4","FOR SKU INJECTED",scanned,no,135.56,"2026-07-19 10:54:36"
38652513-92,"Laptop Charger Samsung 12V 3A Common Pin","Laptop Charger",Samsung,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","NW BR7-L1-4","FOR SKU INJECTED",scanned,no,135.56,"2026-07-19 10:54:36"
38652513-93,"Laptop Charger Samsung 12V 3A Common Pin","Laptop Charger",Samsung,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","NW BR7-L1-4","FOR SKU INJECTED",scanned,no,135.56,"2026-07-19 10:54:36"
38652513-94,"Laptop Charger Samsung 12V 3A Common Pin","Laptop Charger",Samsung,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","NW BR7-L1-4","FOR SKU INJECTED",scanned,no,135.56,"2026-07-19 10:54:36"
38652513-95,"Laptop Charger Samsung 12V 3A Common Pin","Laptop Charger",Samsung,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","NW BR7-L1-4","FOR SKU INJECTED",scanned,no,135.56,"2026-07-19 10:54:36"
38652513-96,"Laptop Charger Samsung 12V 3A Common Pin","Laptop Charger",Samsung,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","NW BR7-L1-4","FOR SKU INJECTED",scanned,no,135.56,"2026-07-19 10:54:36"
38652513-99,"Laptop Charger Samsung 12V 3A Common Pin","Laptop Charger",Samsung,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","NW BR7-L1-4","FOR SKU INJECTED",scanned,no,135.56,"2026-07-19 10:54:36"
41849379-17,"Laptop Charger HP 1.58A Small Long","Laptop Charger",HP,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","NW BR7-L3-5","FOR SKU 72126I",scanned,no,164.63,"2026-07-21 07:49:01"
41849379-18,"Laptop Charger HP 1.58A Small Long","Laptop Charger",HP,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","BUFFER BOX 9","FOR SKU 1P",scanned,no,164.63,"2026-07-20 10:17:19"
44174377-10,"Laptop Charger Asus 12V 3A Yellow Tip","Laptop Charger",ASUS,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","ASSORTED 5 (WALLSIDE 3)","FOR SKU 1P",scanned,no,136.82,"2026-07-20 10:17:17"
44174377-14,"Laptop Charger Asus 12V 3A Yellow Tip","Laptop Charger",ASUS,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","BUFFER BOX 9","FOR SKU 1P",scanned,no,136.82,"2026-07-20 10:17:17"
44174377-18,"Laptop Charger Asus 12V 3A Yellow Tip","Laptop Charger",ASUS,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","NW BR2-L3-1","FOR SKU INJECTED",scanned,no,136.82,"2026-07-19 10:54:18"
44174377-2,"Laptop Charger Asus 12V 3A Yellow Tip","Laptop Charger",ASUS,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","BUFFER BOX 9","FOR SKU 1P",scanned,no,136.82,"2026-07-20 10:17:17"
44174377-22,"Laptop Charger Asus 12V 3A Yellow Tip","Laptop Charger",ASUS,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","BUFFER BOX 9","FOR SKU 1P",scanned,no,136.82,"2026-07-20 10:17:17"
44174377-23,"Laptop Charger Asus 12V 3A Yellow Tip","Laptop Charger",ASUS,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","NW WS2-3","FOR SKU INJECTED",scanned,no,136.82,"2026-07-19 10:54:18"
44174377-26,"Laptop Charger Asus 12V 3A Yellow Tip","Laptop Charger",ASUS,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","BUFFER BOX 9","FOR SKU 1P",scanned,no,136.82,"2026-07-20 10:17:17"
44174377-35,"Laptop Charger Asus 12V 3A Yellow Tip","Laptop Charger",ASUS,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","NW WS2-3","FOR SKU INJECTED",scanned,no,136.82,"2026-07-19 10:54:18"
44174377-36,"Laptop Charger Asus 12V 3A Yellow Tip","Laptop Charger",ASUS,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","NW WS2-3","FOR SKU INJECTED",scanned,no,136.82,"2026-07-19 10:54:18"
99976184-62,"Laptop Charger LPO Acer 19V 3.42A Yellow Pin original","Laptop Charger",Acer,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","NW BR3-L3-7","FOR SKU INJECTED",scanned,no,309.57,"2026-07-19 10:51:38"
99976184-76,"Laptop Charger LPO Acer 19V 3.42A Yellow Pin original","Laptop Charger",Acer,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","NW BR2-L4-8","FOR SKU 72126I",scanned,no,309.57,"2026-07-21 07:49:00"
99976184-56,"Laptop Charger LPO Acer 19V 3.42A Yellow Pin original","Laptop Charger",Acer,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","NW BR3-L3-7","FOR SKU INJECTED",scanned,no,309.57,"2026-07-19 10:51:38"
98165638-6,"Laptop Charger Asus 2.1A Micro Pin","Laptop Charger",ASUS,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","NW BR7-L3-5","FOR SKU 72126I",scanned,no,154.78,"2026-07-21 07:49:01"
99976184-66,"Laptop Charger LPO Acer 19V 3.42A Yellow Pin original","Laptop Charger",Acer,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","NW BR3-L3-7","FOR SKU INJECTED",scanned,no,309.57,"2026-07-19 10:51:38"
99976184-59,"Laptop Charger LPO Acer 19V 3.42A Yellow Pin original","Laptop Charger",Acer,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","NW BR3-L3-7","FOR SKU INJECTED",scanned,no,309.57,"2026-07-19 10:51:38"
99976184-63,"Laptop Charger LPO Acer 19V 3.42A Yellow Pin original","Laptop Charger",Acer,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","NW BR2-L4-8","FOR SKU 72126I",scanned,no,309.57,"2026-07-21 07:49:00"
99976184-64,"Laptop Charger LPO Acer 19V 3.42A Yellow Pin original","Laptop Charger",Acer,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","NW BR2-L4-8","FOR SKU 72126I",scanned,no,309.57,"2026-07-21 07:49:00"
99976184-80,"Laptop Charger LPO Acer 19V 3.42A Yellow Pin original","Laptop Charger",Acer,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","NW BR3-L3-7","FOR SKU INJECTED",scanned,no,309.57,"2026-07-19 10:51:38"
99976184-52,"Laptop Charger LPO Acer 19V 3.42A Yellow Pin original","Laptop Charger",Acer,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","NW BR3-L3-7","FOR SKU INJECTED",scanned,no,309.57,"2026-07-19 10:51:38"
99976184-61,"Laptop Charger LPO Acer 19V 3.42A Yellow Pin original","Laptop Charger",Acer,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","NW WS3-X1","FOR SKU INJECTED",scanned,no,309.57,"2026-07-19 10:51:38"
99976184-81,"Laptop Charger LPO Acer 19V 3.42A Yellow Pin original","Laptop Charger",Acer,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","NW BR3-L3-7","FOR SKU INJECTED",scanned,no,309.57,"2026-07-19 10:51:38"
99976184-53,"Laptop Charger LPO Acer 19V 3.42A Yellow Pin original","Laptop Charger",Acer,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","NW BR2-L4-8","FOR SKU 72126I",scanned,no,309.57,"2026-07-21 07:49:00"
99976184-51,"Laptop Charger LPO Acer 19V 3.42A Yellow Pin original","Laptop Charger",Acer,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","NW BR3-L3-7","FOR SKU INJECTED",scanned,no,309.57,"2026-07-19 10:51:38"
98165638-2,"Laptop Charger Asus 2.1A Micro Pin","Laptop Charger",ASUS,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","NW BR7-L3-5","FOR SKU 72126I",scanned,no,154.78,"2026-07-21 07:49:01"
98165638-9,"Laptop Charger Asus 2.1A Micro Pin","Laptop Charger",ASUS,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","NW BR7-L3-5","FOR SKU 72126I",scanned,no,154.78,"2026-07-21 07:49:01"
99976184-65,"Laptop Charger LPO Acer 19V 3.42A Yellow Pin original","Laptop Charger",Acer,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","NW BR3-L3-7","FOR SKU INJECTED",scanned,no,309.57,"2026-07-19 10:51:38"
99976184-57,"Laptop Charger LPO Acer 19V 3.42A Yellow Pin original","Laptop Charger",Acer,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","NW BR3-L3-7","FOR SKU INJECTED",scanned,no,309.57,"2026-07-19 10:51:38"
99976184-55,"Laptop Charger LPO Acer 19V 3.42A Yellow Pin original","Laptop Charger",Acer,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","NW BR3-L3-7","FOR SKU INJECTED",scanned,no,309.57,"2026-07-19 10:51:38"
23329615-178,"Laptop Charger Asus 19V 1.75A Small Pin","Laptop Charger",ASUS,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","NW BR2-L3-7","FOR SKU INJECTED",scanned,no,121.66,"2026-07-19 10:54:18"
23329615-172,"Laptop Charger Asus 19V 1.75A Small Pin","Laptop Charger",ASUS,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","NW BR2-L3-7","FOR SKU INJECTED",scanned,no,121.66,"2026-07-19 10:54:18"
00292769-94,"Laptop Charger LPO Asus 1.75A Small Pin original","Laptop Charger",ASUS,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","NW BR8-L1-3","FOR SKU INJECTED",scanned,no,301.37,"2026-07-19 10:53:37"
23329615-174,"Laptop Charger Asus 19V 1.75A Small Pin","Laptop Charger",ASUS,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","NW BR2-L3-7","FOR SKU INJECTED",scanned,no,121.66,"2026-07-19 10:54:18"
00292769-95,"Laptop Charger LPO Asus 1.75A Small Pin original","Laptop Charger",ASUS,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","NW BR8-L1-3","FOR SKU INJECTED",scanned,no,301.37,"2026-07-19 10:53:37"
23329615-175,"Laptop Charger Asus 19V 1.75A Small Pin","Laptop Charger",ASUS,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","NW BR2-L3-7","FOR SKU INJECTED",scanned,no,121.66,"2026-07-19 10:54:18"
23329615-171,"Laptop Charger Asus 19V 1.75A Small Pin","Laptop Charger",ASUS,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","NW BR2-L3-7","FOR SKU INJECTED",scanned,no,121.66,"2026-07-19 10:54:18"
11261544-11,"Laptop Charger Lenovo 3.25A Gray Pin","Laptop Charger",Lenovo,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","NW BR7-L3-5","FOR SKU 72126I",scanned,no,158.96,"2026-07-21 07:49:01"
23329615-177,"Laptop Charger Asus 19V 1.75A Small Pin","Laptop Charger",ASUS,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","NW BR2-L3-7","FOR SKU INJECTED",scanned,no,121.66,"2026-07-19 10:54:18"
00292769-98,"Laptop Charger LPO Asus 1.75A Small Pin original","Laptop Charger",ASUS,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","NW BR6-L4-1","FOR SKU 72126I",scanned,no,301.37,"2026-07-21 07:53:04"
23329615-179,"Laptop Charger Asus 19V 1.75A Small Pin","Laptop Charger",ASUS,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","NW BR2-L3-7","FOR SKU INJECTED",scanned,no,121.66,"2026-07-19 10:54:18"
23329615-170,"Laptop Charger Asus 19V 1.75A Small Pin","Laptop Charger",ASUS,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","NW BR2-L3-7","FOR SKU INJECTED",scanned,no,121.66,"2026-07-19 10:54:18"
23329615-176,"Laptop Charger Asus 19V 1.75A Small Pin","Laptop Charger",ASUS,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","NW BR2-L3-7","FOR SKU INJECTED",scanned,no,121.66,"2026-07-19 10:54:18"
23329615-173,"Laptop Charger Asus 19V 1.75A Small Pin","Laptop Charger",ASUS,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","NW BR2-L3-7","FOR SKU INJECTED",scanned,no,121.66,"2026-07-19 10:54:18"
44486329-124,"Laptop Charger Asus 19V 1.75A Small Pin Original","Laptop Charger",ASUS,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","NW BR1-L4-4","FOR SKU 721202624PM",scanned,no,355.33,"2026-07-21 08:47:08"
44486329-126,"Laptop Charger Asus 19V 1.75A Small Pin Original","Laptop Charger",ASUS,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","NW BR1-L4-4","FOR SKU 721202624PM",scanned,no,355.33,"2026-07-21 08:47:08"
44486329-123,"Laptop Charger Asus 19V 1.75A Small Pin Original","Laptop Charger",ASUS,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","NW BR1-L4-4","FOR SKU 721202624PM",scanned,no,355.33,"2026-07-21 08:47:08"
44486329-125,"Laptop Charger Asus 19V 1.75A Small Pin Original","Laptop Charger",ASUS,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","NW BR1-L4-4","FOR SKU 721202624PM",scanned,no,355.33,"2026-07-21 08:47:08"
44486329-116,"Laptop Charger Asus 19V 1.75A Small Pin Original","Laptop Charger",ASUS,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","NW BR1-L4-4","FOR SKU 721202624PM",scanned,no,355.33,"2026-07-21 08:47:08"
44486329-117,"Laptop Charger Asus 19V 1.75A Small Pin Original","Laptop Charger",ASUS,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","NW BR1-L4-4","FOR SKU 721202624PM",scanned,no,355.33,"2026-07-21 08:47:08"
44486329-115,"Laptop Charger Asus 19V 1.75A Small Pin Original","Laptop Charger",ASUS,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","NW BR1-L4-4","FOR SKU 721202624PM",scanned,no,355.33,"2026-07-21 08:47:08"
44486329-114,"Laptop Charger Asus 19V 1.75A Small Pin Original","Laptop Charger",ASUS,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","NW BR1-L4-4","FOR SKU 721202624PM",scanned,no,355.33,"2026-07-21 08:47:08"
44486329-113,"Laptop Charger Asus 19V 1.75A Small Pin Original","Laptop Charger",ASUS,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","NW BR1-L4-4","FOR SKU 721202624PM",scanned,no,355.33,"2026-07-21 08:47:08"
44486329-120,"Laptop Charger Asus 19V 1.75A Small Pin Original","Laptop Charger",ASUS,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","NW BR1-L4-4","FOR SKU 721202624PM",scanned,no,355.33,"2026-07-21 08:47:08"
44486329-121,"Laptop Charger Asus 19V 1.75A Small Pin Original","Laptop Charger",ASUS,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","NW BR1-L4-4","FOR SKU 721202624PM",scanned,no,355.33,"2026-07-21 08:47:08"
44486329-122,"Laptop Charger Asus 19V 1.75A Small Pin Original","Laptop Charger",ASUS,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","NW BR1-L4-4","FOR SKU 721202624PM",scanned,no,355.33,"2026-07-21 08:47:08"
44486329-110,"Laptop Charger Asus 19V 1.75A Small Pin Original","Laptop Charger",ASUS,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","NW BR1-L4-4","FOR SKU 721202624PM",scanned,no,355.33,"2026-07-21 08:47:08"
